"","H_0_1","H_0_2","H_40_1","H_40_2","He_0_1","He_0_2","He_40_1","He_40_2"
"ENSG00000239883",57,29,42,31,128,220,57,52
"ENSG00000187626",60,69,37,36,182,134,112,91
"ENSG00000154529",116,165,116,107,23,28,34,14
"ENSG00000212232",85,110,31,47,118,183,71,66
"ENSG00000279159",30,30,32,32,25,49,142,114
"ENSG00000264281",59,73,93,63,101,51,57,84
"ENSG00000237004",98,129,74,50,11,14,72,60
"ENSG00000196110",20,17,25,39,23,31,65,45
"ENSG00000168916",17,21,18,12,53,141,41,53
"ENSG00000166321",44,51,24,37,85,68,36,39
"ENSG00000163704",199,216,93,103,14,13,50,58
"ENSG00000227398",29,31,35,38,21,10,12,6
"ENSG00000100665",0,0,0,0,546,369,75,74
"ENSG00000138696",224,203,293,319,0,0,4,0
"ENSG00000246263",111,108,73,81,88,62,9,23
"ENSG00000159882",95,118,96,136,82,95,68,63
"ENSG00000166446",139,122,157,159,4,12,36,32
"ENSG00000113083",24,22,3,9,276,326,76,84
"ENSG00000184047",55,53,29,34,32,9,23,11
"ENSG00000064199",37,58,45,46,94,82,2,13
"ENSG00000179899",18,20,8,15,21,16,17,16
"ENSG00000276980",0,0,0,0,156,115,198,212
"ENSG00000162994",26,21,10,21,128,163,68,56
"ENSG00000177721",41,30,6,17,13,16,11,6
"ENSG00000275183",152,110,112,110,8,11,76,102
"ENSG00000196296",46,53,64,68,139,84,106,100
"ENSG00000219665",0,0,0,0,53,43,69,76
"ENSG00000114841",129,144,66,66,25,10,11,5
"ENSG00000249395",257,276,198,184,36,37,26,29
"ENSG00000108852",2,1,0,1,4,1,16,12
"ENSG00000160781",76,52,24,17,1,2,48,37
"ENSG00000163131",220,185,314,278,23,23,37,26
"ENSG00000272335",83,83,60,50,123,111,16,18
"ENSG00000180626",0,0,0,0,173,223,25,24
"ENSG00000257337",165,126,51,67,57,45,22,23
"ENSG00000235169",32,19,33,26,35,14,60,65
"ENSG00000236438",12,16,7,4,84,47,35,33
"ENSG00000261505",97,86,49,28,42,23,146,123
"ENSG00000233954",95,75,67,64,65,67,62,87
"ENSG00000243667",143,148,49,38,100,75,13,5
"ENSG00000172794",372,302,105,134,27,11,14,12
"ENSG00000255135",63,61,41,27,59,85,20,17
"ENSG00000162009",53,55,14,13,199,85,63,44
"ENSG00000165548",99,96,28,62,2,2,0,0
"ENSG00000175764",104,95,69,109,57,70,104,87
"ENSG00000267080",104,90,44,44,126,82,50,66
"ENSG00000116711",104,133,89,93,0,0,0,0
"ENSG00000120149",4,10,1,5,0,0,0,0
"ENSG00000261455",145,100,133,112,50,47,62,51
"ENSG00000260852",91,108,62,97,53,69,85,70
"ENSG00000132003",8,19,96,110,3,4,56,71
"ENSG00000188766",153,162,39,43,15,17,89,60
"ENSG00000107614",95,93,60,73,82,78,23,15
"ENSG00000271533",116,127,64,71,54,90,21,11
"ENSG00000236859",66,72,41,39,189,199,49,46
"ENSG00000219200",81,71,103,103,19,36,84,64
"ENSG00000164002",85,76,54,44,143,113,67,42
"ENSG00000229419",21,39,33,35,89,65,114,62
"ENSG00000176909",31,31,37,34,85,36,149,157
"ENSG00000111339",96,77,32,51,250,328,93,97
"ENSG00000125966",283,270,171,163,8,6,10,5
"ENSG00000197182",179,151,137,103,0,0,2,4
"ENSG00000220785",11,8,39,26,33,15,14,21
"ENSG00000248487",70,57,16,33,202,141,72,61
"ENSG00000180881",32,21,8,6,0,0,0,0
"ENSG00000157470",222,218,76,81,11,10,2,2
"ENSG00000278768",48,56,31,28,93,98,6,4
"ENSG00000226415",168,131,64,59,31,16,38,35
"ENSG00000273033",41,38,63,118,46,41,11,7
"ENSG00000161040",300,320,205,205,16,12,2,1
"ENSG00000130675",73,74,36,29,53,36,83,83
"ENSG00000235027",42,48,34,42,1,0,9,10
"ENSG00000181392",12,11,3,2,103,55,116,149
"ENSG00000159307",207,179,346,428,2,0,1,1
"ENSG00000183298",63,63,79,86,77,53,92,145
"ENSG00000250509",0,2,198,207,0,0,6,11
"ENSG00000184786",15,22,48,33,138,114,42,29
"ENSG00000164039",63,55,35,30,242,178,63,71
"ENSG00000107242",0,0,0,0,336,463,101,90
"ENSG00000260917",47,27,40,35,61,38,61,38
"ENSG00000233593",40,48,34,29,132,120,34,36
"ENSG00000105991",14,15,8,8,30,20,14,18
"ENSG00000205436",36,22,29,31,83,40,162,176
"ENSG00000169621",46,74,83,91,67,86,21,26
"ENSG00000130176",7,4,1,1,7,6,439,451
"ENSG00000144182",61,76,49,93,152,126,120,102
"ENSG00000012779",285,253,281,372,0,0,1,0
"ENSG00000185338",6,9,14,14,57,11,248,303
"ENSG00000087085",5,4,144,122,5,2,141,167
"ENSG00000130653",226,233,143,119,11,15,12,16
"ENSG00000177842",38,27,32,37,216,235,95,74
"ENSG00000144061",31,37,20,8,63,66,11,11
"ENSG00000197937",0,0,0,0,54,85,17,7
"ENSG00000180720",15,10,39,65,5,1,8,8
"ENSG00000090534",3,1,0,1,223,187,128,128
"ENSG00000221821",74,54,72,85,17,13,151,179
"ENSG00000225177",43,35,20,37,35,14,17,14
"ENSG00000253227",153,148,397,400,0,0,24,22
"ENSG00000135951",17,5,4,5,138,193,49,67
"ENSG00000214975",74,65,64,90,33,27,24,31
"ENSG00000196511",147,160,93,117,18,8,2,7
"ENSG00000144857",454,376,144,128,0,0,0,0
"ENSG00000165474",78,76,116,122,6,3,9,6
"ENSG00000204315",75,57,61,59,98,55,73,73
"ENSG00000260630",51,48,23,31,63,44,28,12
"ENSG00000232882",57,50,18,42,10,19,18,16
"ENSG00000125618",127,116,122,107,96,68,167,156
"ENSG00000214182",108,152,114,121,56,59,78,83
"ENSG00000135643",52,50,35,35,112,91,40,28
"ENSG00000279672",33,18,5,15,74,52,13,12
"ENSG00000233184",66,89,51,75,29,59,20,21
"ENSG00000146205",44,54,13,16,135,86,107,108
"ENSG00000145416",55,61,14,35,70,127,32,20
"ENSG00000132357",222,173,144,181,30,37,118,107
"ENSG00000185670",133,123,84,92,43,17,57,99
"ENSG00000073905",141,134,80,74,47,29,67,69
"ENSG00000138075",2,2,0,1,277,214,68,82
"ENSG00000079337",251,219,75,76,2,0,2,1
"ENSG00000275895",64,118,67,54,47,35,68,229
"ENSG00000109674",0,0,0,0,185,283,77,84
"ENSG00000170961",163,111,60,76,0,0,0,0
"ENSG00000188611",26,28,13,24,214,325,68,41
"ENSG00000080947",26,31,12,13,49,68,20,18
"ENSG00000114698",263,262,123,106,22,36,6,9
"ENSG00000198088",103,96,160,182,46,54,5,5
"ENSG00000139800",62,60,104,104,17,9,21,8
"ENSG00000185100",65,78,32,49,43,23,13,17
"ENSG00000274020",96,107,73,72,51,29,17,13
"ENSG00000112182",143,175,227,277,0,2,33,25
"ENSG00000180884",153,150,26,51,112,147,32,32
"ENSG00000262580",129,143,44,49,27,14,30,30
"ENSG00000247134",108,113,116,96,32,27,16,18
"ENSG00000128739",68,52,31,50,149,112,67,64
"ENSG00000205744",108,73,50,48,80,57,130,95
"ENSG00000174370",151,114,44,67,0,0,0,0
"ENSG00000135736",43,36,39,25,42,17,36,69
"ENSG00000197859",33,35,10,6,111,75,145,119
"ENSG00000234964",105,103,82,84,141,123,75,68
"ENSG00000153982",15,22,6,9,98,153,34,33
"ENSG00000102057",21,17,1,3,2,1,4,11
"ENSG00000240476",73,68,177,176,43,39,217,221
"ENSG00000184903",105,96,76,78,48,40,50,45
"ENSG00000278600",19,23,14,23,76,93,34,35
"ENSG00000132854",0,0,0,0,375,422,122,74
"ENSG00000188878",75,68,58,51,37,34,44,42
"ENSG00000272994",72,108,24,48,276,215,48,48
"ENSG00000179859",148,116,90,105,24,38,12,6
"ENSG00000246089",63,49,51,50,107,86,116,144
"ENSG00000171119",14,9,40,49,9,9,45,45
"ENSG00000105270",57,59,35,35,17,12,5,12
"ENSG00000136881",263,292,192,183,48,63,15,27
"ENSG00000281706",0,0,0,0,23,22,40,51
"ENSG00000232533",98,89,111,89,33,28,102,95
"ENSG00000214290",204,185,46,36,221,221,20,12
"ENSG00000234380",35,39,86,70,186,147,90,70
"ENSG00000269069",46,53,30,23,2,11,0,0
"ENSG00000066923",255,246,44,48,36,89,10,4
"ENSG00000105388",154,160,411,423,0,0,0,0
"ENSG00000245213",55,40,37,38,0,2,0,0
"ENSG00000164362",76,69,18,24,110,77,148,108
"ENSG00000256771",99,87,35,46,161,288,66,67
"ENSG00000162975",200,187,119,122,15,0,211,208
"ENSG00000249565",84,70,32,32,83,116,125,104
"ENSG00000233559",24,32,24,5,92,107,140,151
"ENSG00000213694",1,2,1,0,3,0,2,3
"ENSG00000184986",3,4,3,3,59,26,22,9
"ENSG00000154710",66,69,105,95,29,27,79,74
"ENSG00000011332",46,53,24,27,37,35,53,58
"ENSG00000203799",115,89,65,46,179,237,23,14
"ENSG00000155465",295,332,129,120,41,31,27,22
"ENSG00000163734",6,6,199,228,0,1,101,92
"ENSG00000154153",1,0,3,0,2,8,2,6
"ENSG00000119922",23,15,440,431,1,7,1,5
"ENSG00000186567",98,81,61,61,37,44,66,84
"ENSG00000283050",20,43,25,27,39,41,38,42
"ENSG00000240184",107,106,37,61,4,3,1,1
"ENSG00000125388",82,51,87,83,70,108,49,26
"ENSG00000160271",81,52,84,58,46,41,75,76
"ENSG00000214575",0,0,0,0,1,1,5,5
"ENSG00000184227",29,28,15,26,55,22,155,159
"ENSG00000185499",112,118,36,44,0,0,0,0
"ENSG00000221944",109,103,67,111,182,193,13,17
"ENSG00000114670",46,28,67,45,38,47,5,8
"ENSG00000245571",52,48,27,17,25,47,3,5
"ENSG00000132330",44,36,9,7,98,80,39,33
"ENSG00000175305",217,212,99,122,64,79,30,28
"ENSG00000203995",333,291,252,223,6,0,0,0
"ENSG00000247516",62,52,50,31,68,64,29,34
"ENSG00000110200",144,82,66,87,48,38,50,47
"ENSG00000143434",63,66,51,35,21,13,36,26
"ENSG00000181722",36,57,62,58,25,77,194,242
"ENSG00000167550",42,39,124,127,8,5,35,29
"ENSG00000126562",6,7,1,8,95,99,45,65
"ENSG00000138380",30,53,25,13,89,135,31,9
"ENSG00000069696",21,25,14,21,1,9,50,44
"ENSG00000109063",33,40,35,35,206,232,57,57
"ENSG00000151687",34,21,53,34,60,97,60,80
"ENSG00000204314",1,8,0,1,21,17,6,16
"ENSG00000169627",32,13,795,25,24,29,12,33
"ENSG00000179674",90,78,195,263,1,2,15,18
"ENSG00000246067",100,102,115,89,101,103,45,34
"ENSG00000155016",42,47,23,19,133,175,20,11
"ENSG00000197180",92,71,51,41,34,14,6,13
"ENSG00000108352",51,47,92,102,167,103,74,79
"ENSG00000165246",19,23,19,12,208,369,73,56
"ENSG00000271576",9,2,5,5,39,36,21,28
"ENSG00000160766",171,123,68,79,45,29,19,10
"ENSG00000138795",4,0,0,0,52,74,34,35
"ENSG00000175600",0,0,1,0,200,151,81,96
"ENSG00000174028",65,63,49,82,37,96,112,84
"ENSG00000276345",179,75,241,245,12,8,80,46
"ENSG00000185250",8,9,30,35,1,1,2,0
"ENSG00000102805",32,38,24,29,99,98,79,57
"ENSG00000226696",42,52,14,19,36,31,6,11
"ENSG00000186889",112,112,54,48,0,0,3,1
"ENSG00000231172",12,16,0,6,327,388,125,142
"ENSG00000226259",88,135,76,102,64,114,11,35
"ENSG00000099365",35,40,29,34,58,81,31,26
"ENSG00000227855",54,48,97,99,18,21,33,43
"ENSG00000187650",45,44,102,150,51,40,19,9
"ENSG00000115325",40,22,4,23,2,2,5,5
"ENSG00000151773",46,41,37,39,39,97,31,30
"ENSG00000267280",182,166,169,146,39,32,50,63
"ENSG00000183844",0,0,0,0,458,334,111,92
"ENSG00000102230",20,18,5,5,433,377,93,84
"ENSG00000276334",20,33,26,27,25,30,61,65
"ENSG00000165730",39,53,18,21,177,166,41,45
"ENSG00000278266",278,256,167,154,0,0,0,0
"ENSG00000113494",40,52,9,13,224,407,31,35
"ENSG00000133874",36,38,40,34,64,41,204,192
"ENSG00000155974",214,247,243,201,1,0,1,3
"ENSG00000183793",100,121,254,248,87,100,35,53
"ENSG00000229809",116,79,118,126,41,26,52,69
"ENSG00000138028",3,1,1,0,232,173,116,108
"ENSG00000184949",15,26,28,8,59,43,5,8
"ENSG00000144278",0,0,0,0,204,326,108,89
"ENSG00000176399",78,66,79,85,17,22,55,42
"ENSG00000167646",17,11,23,23,2,0,4,8
"ENSG00000177432",23,30,15,19,98,108,11,7
"ENSG00000188385",362,302,162,152,6,8,6,8
"ENSG00000053524",26,13,50,25,1,0,0,0
"ENSG00000106003",113,128,91,83,5,5,34,36
"ENSG00000250903",11,15,47,39,138,151,64,62
"ENSG00000143590",27,30,54,58,5,1,7,5
"ENSG00000164616",0,0,0,0,239,336,31,36
"ENSG00000181619",75,87,11,15,64,79,9,12
"ENSG00000224914",31,41,34,37,105,98,79,127
"ENSG00000111186",0,6,1,0,0,0,7,1
"ENSG00000196268",100,140,59,64,111,180,29,18
"ENSG00000186132",90,69,59,77,74,48,49,35
"ENSG00000106479",172,182,112,105,9,6,4,4
"ENSG00000132801",39,80,37,48,87,93,102,94
"ENSG00000105479",17,13,11,3,2,6,3,8
"ENSG00000169554",64,52,227,208,2,4,29,24
"ENSG00000184154",43,52,42,37,40,25,20,9
"ENSG00000185522",57,45,24,34,15,5,39,54
"ENSG00000140398",92,55,21,24,43,39,40,61
"ENSG00000106992",112,128,153,134,14,3,39,19
"ENSG00000139194",35,46,17,5,218,159,98,107
"ENSG00000173320",61,66,7,21,1,2,2,1
"ENSG00000019549",173,206,272,218,1,1,10,10
"ENSG00000154589",247,247,221,208,22,11,22,25
"ENSG00000139508",37,27,7,14,3,0,0,0
"ENSG00000196388",29,28,17,19,29,28,24,18
"ENSG00000172478",0,1,0,0,88,74,460,433
"ENSG00000223773",72,68,35,65,72,80,79,95
"ENSG00000196604",2,0,1,0,18,69,14,13
"ENSG00000181409",7,7,1,3,73,51,83,78
"ENSG00000268621",241,236,258,263,27,24,3,11
"ENSG00000215158",51,68,18,15,44,65,39,23
"ENSG00000165025",351,299,212,227,0,0,0,0
"ENSG00000235381",14,11,2,3,292,345,20,35
"ENSG00000213199",46,29,16,21,1,4,10,7
"ENSG00000146707",40,42,35,38,51,63,165,154
"ENSG00000135678",0,0,0,0,17,22,5,8
"ENSG00000145777",26,29,241,236,0,0,3,3
"ENSG00000242588",39,37,52,64,27,47,118,73
"ENSG00000240445",44,18,25,49,29,48,62,56
"ENSG00000112319",227,254,276,250,0,0,0,0
"ENSG00000237813",351,360,135,154,0,0,0,0
"ENSG00000177873",118,110,114,115,97,137,38,48
"ENSG00000264575",37,29,32,21,150,102,111,91
"ENSG00000257167",284,227,49,50,122,101,7,1
"ENSG00000131503",27,24,34,45,78,80,69,66
"ENSG00000265933",1,1,0,0,128,80,18,13
"ENSG00000114854",2,2,2,8,258,249,131,142
"ENSG00000242294",170,112,40,44,22,9,11,11
"ENSG00000181544",100,126,46,50,88,139,26,25
"ENSG00000215302",69,29,40,42,7,28,43,29
"ENSG00000158806",0,0,3,1,136,80,163,171
"ENSG00000174521",4,5,6,5,0,1,3,1
"ENSG00000062370",75,57,37,61,65,93,51,58
"ENSG00000080493",352,389,156,152,0,6,1,0
"ENSG00000005073",226,203,254,283,1,0,2,0
"ENSG00000100784",27,32,84,103,28,24,34,40
"ENSG00000102984",19,26,43,45,63,53,83,96
"ENSG00000214756",74,77,97,87,27,22,128,109
"ENSG00000215039",201,180,107,114,34,34,10,25
"ENSG00000102854",11,11,10,6,62,29,123,161
"ENSG00000006757",0,0,0,0,233,201,134,134
"ENSG00000148655",184,153,82,106,141,75,73,88
"ENSG00000125650",40,24,22,24,18,23,52,43
"ENSG00000187699",7,2,15,3,125,142,248,204
"ENSG00000258704",20,18,22,8,212,221,39,49
"ENSG00000166839",29,35,7,15,32,72,8,6
"ENSG00000234684",70,65,44,25,127,133,38,36
"ENSG00000280347",45,87,34,29,13,58,6,14
"ENSG00000164761",425,412,109,97,0,1,0,0
"ENSG00000276386",52,45,22,68,24,22,30,28
"ENSG00000188761",333,380,174,164,1,1,0,1
"ENSG00000253686",6,4,12,10,15,18,39,62
"ENSG00000102890",114,133,65,90,54,28,73,82
"ENSG00000176024",106,119,151,172,76,108,55,62
"ENSG00000243678",117,57,38,37,20,29,96,70
"ENSG00000166136",47,46,31,26,163,87,68,50
"ENSG00000153404",1,1,3,1,0,0,1,2
"ENSG00000186787",71,103,35,47,56,43,45,23
"ENSG00000172828",54,46,49,40,136,127,106,96
"ENSG00000105649",11,5,6,1,73,51,29,34
"ENSG00000164690",115,91,87,102,112,79,60,61
"ENSG00000198482",0,0,0,0,40,101,60,50
"ENSG00000136167",61,67,23,32,104,80,36,38
"ENSG00000267750",1,4,1,0,1,7,0,0
"ENSG00000163521",50,49,17,18,107,90,25,23
"ENSG00000285230",68,87,70,68,170,147,29,35
"ENSG00000280123",146,133,100,119,46,101,13,17
"ENSG00000228343",92,98,40,74,70,110,26,50
"ENSG00000111962",57,76,93,81,2,9,1,1
"ENSG00000186910",0,0,0,0,415,308,134,104
"ENSG00000156509",74,107,46,69,182,173,19,16
"ENSG00000060558",7,2,8,3,0,0,2,3
"ENSG00000251629",48,48,115,98,0,0,0,0
"ENSG00000225345",61,68,70,66,60,81,10,11
"ENSG00000162194",60,57,25,11,37,26,9,10
"ENSG00000186642",103,108,242,229,2,1,15,12
"ENSG00000169169",16,5,5,5,0,1,2,3
"ENSG00000178934",14,13,15,21,0,0,437,388
"ENSG00000175920",7,11,92,116,0,0,341,377
"ENSG00000269858",198,147,47,48,19,27,49,58
"ENSG00000091656",134,153,90,120,4,4,1,5
"ENSG00000178878",32,36,12,12,19,3,1,1
"ENSG00000004139",2,5,3,1,11,8,3,2
"ENSG00000175984",51,48,91,72,13,25,109,100
"ENSG00000184937",0,0,0,0,134,136,121,91
"ENSG00000213860",31,18,34,36,90,68,88,76
"ENSG00000178498",0,0,10,12,104,97,160,156
"ENSG00000169946",101,97,159,163,10,10,24,37
"ENSG00000054277",70,97,73,113,22,20,20,24
"ENSG00000185339",328,322,102,152,14,6,16,10
"ENSG00000103599",10,17,8,7,12,10,2,1
"ENSG00000280587",107,115,41,44,136,115,105,90
"ENSG00000235703",77,78,104,99,27,31,4,7
"ENSG00000134470",190,171,155,212,4,5,18,15
"ENSG00000251209",0,0,0,2,2,9,518,486
"ENSG00000260257",33,25,47,50,240,65,72,85
"ENSG00000220323",68,60,54,60,17,11,7,16
"ENSG00000213782",43,35,18,24,47,44,75,87
"ENSG00000198205",87,81,127,111,0,0,1,2
"ENSG00000163121",85,67,286,226,5,4,15,20
"ENSG00000147041",439,483,49,46,0,0,2,4
"ENSG00000259153",75,61,35,43,114,98,79,57
"ENSG00000214331",17,24,40,29,75,69,60,46
"ENSG00000177409",311,354,176,179,0,0,0,0
"ENSG00000179455",68,55,53,68,13,13,24,29
"ENSG00000203497",9,26,36,37,40,34,34,24
"ENSG00000235890",0,0,0,0,62,51,12,17
"ENSG00000006283",33,12,9,7,1,1,14,13
"ENSG00000105708",0,0,0,0,87,88,95,116
"ENSG00000160323",72,53,31,25,14,4,14,6
"ENSG00000224660",100,91,42,38,51,62,23,15
"ENSG00000148225",33,52,45,16,39,37,5,15
"ENSG00000233230",32,27,43,23,10,5,47,43
"ENSG00000144355",1,1,0,0,43,19,29,18
"ENSG00000247572",72,44,35,29,84,108,27,23
"ENSG00000130810",104,63,19,33,14,2,94,64
"ENSG00000188167",32,44,30,30,50,81,57,31
"ENSG00000254595",7,12,8,2,9,34,5,5
"ENSG00000149131",0,0,0,0,168,152,167,145
"ENSG00000089041",186,164,294,328,0,4,2,0
"ENSG00000105750",151,155,97,137,59,67,17,17
"ENSG00000143369",266,271,74,71,19,20,42,39
"ENSG00000231764",0,0,0,0,257,265,40,27
"ENSG00000196391",22,21,21,26,47,55,6,8
"ENSG00000183486",0,0,0,0,201,214,91,103
"ENSG00000261553",7,6,24,32,8,13,452,414
"ENSG00000247092",94,130,63,93,64,48,32,46
"ENSG00000227232",83,99,112,142,10,15,88,77
"ENSG00000213080",50,61,25,27,92,93,34,36
"ENSG00000181004",36,31,157,143,45,51,57,42
"ENSG00000230269",0,1,0,0,207,169,146,137
"ENSG00000152076",142,143,66,106,16,7,9,7
"ENSG00000280077",35,40,56,55,70,61,32,19
"ENSG00000112218",35,22,7,10,12,4,0,0
"ENSG00000118690",43,32,37,25,38,52,5,9
"ENSG00000184898",50,66,33,23,27,24,6,14
"ENSG00000244161",93,95,18,22,3,16,45,37
"ENSG00000218226",57,60,16,20,35,73,23,13
"ENSG00000165521",0,3,6,4,6,7,1,0
"ENSG00000189334",4,2,3,10,31,15,224,274
"ENSG00000188542",35,41,24,19,75,77,73,68
"ENSG00000164136",163,149,206,212,2,6,40,44
"ENSG00000180998",45,54,38,22,48,33,92,88
"ENSG00000197261",224,156,72,110,0,4,215,218
"ENSG00000196357",68,42,81,76,46,35,47,50
"ENSG00000143494",19,28,4,1,63,98,5,8
"ENSG00000117242",60,45,17,17,55,53,30,40
"ENSG00000047597",6,10,17,14,0,0,0,0
"ENSG00000182359",24,22,17,22,50,38,6,9
"ENSG00000260077",13,15,1,18,4,8,6,0
"ENSG00000145198",53,51,16,10,3,3,8,5
"ENSG00000215375",141,101,62,60,41,25,61,54
"ENSG00000156127",186,178,259,196,3,2,80,72
"ENSG00000038945",4,5,2,7,0,1,0,0
"ENSG00000251381",190,155,218,248,12,17,8,15
"ENSG00000139675",34,26,32,32,171,105,57,90
"ENSG00000175611",41,43,31,33,22,33,12,17
"ENSG00000167614",21,16,2,0,162,73,166,156
"ENSG00000182511",13,13,8,6,76,25,113,145
"ENSG00000152315",0,0,1,0,67,28,72,60
"ENSG00000176912",42,39,6,11,174,113,100,120
"ENSG00000111801",34,10,34,23,116,123,15,16
"ENSG00000112769",329,326,143,120,0,3,0,0
"ENSG00000114771",116,100,68,68,47,26,33,19
"ENSG00000083807",110,107,47,45,45,38,64,53
"ENSG00000071575",0,0,0,0,179,185,25,18
"ENSG00000154734",128,102,20,19,1,1,7,1
"ENSG00000259943",32,28,23,32,113,75,33,26
"ENSG00000186564",134,140,83,94,6,16,16,23
"ENSG00000271643",79,79,116,127,41,66,38,36
"ENSG00000121406",0,1,0,4,104,183,162,141
"ENSG00000164296",77,99,85,107,54,51,18,28
"ENSG00000254827",368,320,84,86,15,12,14,6
"ENSG00000079393",7,10,6,0,17,10,114,167
"ENSG00000261799",68,72,44,46,135,140,21,7
"ENSG00000215644",355,271,162,146,0,0,0,0
"ENSG00000123119",70,78,71,73,0,0,5,9
"ENSG00000102886",18,22,7,7,172,105,108,124
"ENSG00000253251",51,37,45,54,140,145,82,84
"ENSG00000077616",15,23,2,5,246,277,55,63
"ENSG00000258655",149,157,88,85,75,57,39,55
"ENSG00000189376",73,79,91,82,47,49,74,59
"ENSG00000129214",2,5,3,2,60,45,120,141
"ENSG00000113231",25,18,13,21,38,36,14,17
"ENSG00000279233",237,207,102,80,16,9,60,52
"ENSG00000091622",175,143,79,87,4,14,13,22
"ENSG00000131435",0,0,0,0,30,14,320,384
"ENSG00000186310",85,64,54,38,2,4,1,0
"ENSG00000259207",1,2,0,1,0,1,2,0
"ENSG00000104213",4,10,15,11,80,70,16,19
"ENSG00000197863",99,120,44,60,47,58,40,47
"ENSG00000224837",88,99,33,59,113,106,37,52
"ENSG00000120278",30,25,103,123,3,13,7,10
"ENSG00000166924",2,6,0,2,0,1,51,28
"ENSG00000198440",98,107,96,115,70,73,49,60
"ENSG00000227218",347,309,90,125,8,1,4,9
"ENSG00000163293",20,17,8,9,124,142,114,129
"ENSG00000213638",108,98,36,60,33,5,88,114
"ENSG00000213988",1,1,0,3,106,93,30,47
"ENSG00000163864",0,0,1,0,181,180,136,134
"ENSG00000133169",0,0,0,0,303,233,101,98
"ENSG00000120075",21,24,7,3,0,0,0,0
"ENSG00000229043",91,73,45,45,129,87,27,30
"ENSG00000005249",3,4,3,2,4,4,2,1
"ENSG00000263272",77,59,46,39,56,34,34,42
"ENSG00000272636",12,10,19,20,7,7,25,25
"ENSG00000240036",35,26,50,57,47,30,78,145
"ENSG00000231607",43,41,41,39,207,228,44,68
"ENSG00000189144",39,47,20,20,17,56,17,5
"ENSG00000072163",30,43,131,146,68,46,120,115
"ENSG00000146267",25,17,22,23,13,13,13,15
"ENSG00000226278",100,66,123,126,0,0,0,0
"ENSG00000182405",73,89,38,47,96,125,9,17
"ENSG00000262246",93,69,64,57,5,11,111,156
"ENSG00000183401",125,125,129,118,28,25,12,18
"ENSG00000139278",87,73,29,31,95,92,62,83
"ENSG00000285979",61,69,21,35,54,101,31,22
"ENSG00000163794",32,38,75,63,7,4,33,38
"ENSG00000160345",125,125,105,112,51,45,40,45
"ENSG00000159231",209,206,175,204,0,0,2,1
"ENSG00000143365",4,4,49,28,107,84,115,154
"ENSG00000226824",34,32,66,100,12,11,29,36
"ENSG00000274828",47,58,48,34,91,58,36,28
"ENSG00000217930",80,84,69,65,44,32,49,36
"ENSG00000249459",41,53,30,25,47,54,84,72
"ENSG00000204385",18,17,11,22,165,91,178,190
"ENSG00000198915",0,1,0,1,24,3,10,14
"ENSG00000139915",2,12,2,11,0,0,0,0
"ENSG00000101197",45,27,38,28,12,3,51,58
"ENSG00000105668",1,1,1,2,2,5,3,3
"ENSG00000164330",243,225,241,239,0,0,0,0
"ENSG00000166262",9,3,8,10,33,35,14,13
"ENSG00000278662",25,25,56,54,27,61,82,70
"ENSG00000239382",70,64,11,32,32,19,21,2
"ENSG00000163536",2,13,7,7,144,124,69,47
"ENSG00000146021",76,70,17,19,7,8,3,1
"ENSG00000170482",15,12,5,9,258,208,136,138
"ENSG00000181856",0,0,0,1,111,62,73,97
"ENSG00000159917",74,73,51,64,57,76,94,82
"ENSG00000226067",13,27,8,8,0,1,0,2
"ENSG00000233822",20,20,81,109,72,39,52,78
"ENSG00000183889",36,25,99,111,70,40,40,35
"ENSG00000221886",59,62,40,43,117,117,7,13
"ENSG00000230487",170,135,51,47,13,9,5,2
"ENSG00000258168",5,20,8,6,184,201,46,50
"ENSG00000161298",51,44,42,57,82,170,49,38
"ENSG00000213865",98,96,98,96,114,102,20,17
"ENSG00000134899",14,8,8,6,16,19,39,34
"ENSG00000258484",280,259,185,210,0,0,0,2
"ENSG00000184271",41,22,32,23,4,1,1,3
"ENSG00000136383",169,154,195,177,7,6,46,51
"ENSG00000205918",52,50,103,126,28,25,33,33
"ENSG00000197415",15,24,13,11,0,2,0,0
"ENSG00000229931",17,18,13,42,7,20,192,270
"ENSG00000182648",77,65,48,52,22,25,3,0
"ENSG00000167780",0,0,0,0,134,81,127,122
"ENSG00000111012",41,33,19,7,29,33,19,19
"ENSG00000281207",31,32,9,4,47,50,16,28
"ENSG00000240527",86,66,36,24,85,71,24,23
"ENSG00000167555",73,78,50,52,84,126,88,81
"ENSG00000197385",127,128,47,67,22,35,23,20
"ENSG00000182179",76,69,92,112,140,115,44,29
"ENSG00000184669",32,49,42,42,166,149,122,137
"ENSG00000248121",40,29,47,47,2,3,51,44
"ENSG00000268516",57,64,34,21,36,55,13,20
"ENSG00000243753",16,11,26,27,40,32,70,86
"ENSG00000181790",1,3,0,3,8,1,9,26
"ENSG00000117472",104,86,55,49,76,54,71,63
"ENSG00000231742",19,16,27,27,27,24,53,38
"ENSG00000259820",43,52,64,76,93,112,16,21
"ENSG00000178297",51,47,28,25,15,10,64,65
"ENSG00000171806",118,111,82,105,104,88,20,23
"ENSG00000170469",19,16,8,35,75,67,27,28
"ENSG00000135519",105,91,27,30,6,2,5,10
"ENSG00000140832",2,3,0,0,220,172,94,114
"ENSG00000118257",190,191,104,144,22,35,19,13
"ENSG00000256594",22,18,16,24,3,10,28,14
